chinese_hanzi,chinese_pinyin,chinese_phonetic,english_word,english_phonetic,distance,chinese_ipa,english_ipa
相似,xiāng sì,,jiangsu,,0.3333333333333333,ɕjɑŋsɯ,ʤjɑŋsu
想念,xiǎng niàn,,union,,0.40625,ɕjɑŋnjɛn,junjən
想象,xiǎng xiàng,,shanghai,,0.40625,ɕjɑŋɕjɑŋ,ʃæŋhaɪ
享受,xiǎng shòu,,tango,,0.39285714285714285,ɕjɑŋʂoʊ,tæŋgoʊ
项,xiàng,,xiang,,0.125,ɕjɑŋ,ʃiɑŋ
项链,xiàng liàn,,stallion,,0.375,ɕjɑŋljɛn,stæljən
项目,xiàng mù,,jiangsu,,0.3333333333333333,ɕjɑŋmu,ʤjɑŋsu
橡皮,xiàng pí,,yankee,,0.42857142857142855,ɕjɑŋpʰi,jæŋki
象棋,xiàng qí,,yangtze,,0.46875,ɕjɑŋtɕʰi,jæŋktsi
象征,xiàng zhēng,,reacting,,0.4375,ɕjɑŋʈʂɤŋ,riæktɪŋ
消费,xiāo fèi,,highway,,0.3214285714285714,ɕjɑʊfeɪ,haɪweɪ
消化,xiāo huà,,tycoon,,0.4642857142857143,ɕjɑʊxwa,taɪkun
消灭,xiāo miè,,crimea,,0.39285714285714285,ɕjɑʊmjɛ,kraɪmiə
消失,xiāo shī,,highly,,0.375,ɕjɑʊʂɨ,haɪli
销售,xiāo shòu,,bureau,,0.39285714285714285,ɕjɑʊʂoʊ,bjʊroʊ
小吃,xiǎo chī,,heights,,0.5,ɕjɑʊʈʂʰɨ,haɪts
小伙子,xiǎo huǒ zi,,yangtze,,0.45,ɕjɑʊxwɔtsɯ,jæŋktsi
小麦,xiǎo mài,,sinai,,0.3571428571428571,ɕjɑʊmaɪ,saɪnaɪ
小气,xiǎo qì,,tightly,,0.46875,ɕjɑʊtɕʰi,taɪtli
小偷,xiǎo tōu,,hydro,,0.34375,ɕjɑʊtʰoʊ,haɪdroʊ
效率,xiào lǜ,,highly,,0.41666666666666663,ɕjɑʊly,haɪli
孝顺,xiào shùn,,heisman,,0.34375,ɕjɑʊʂwən,haɪsmən
歇,xiē,,shia,,0.25,ɕjɛ,ʃiə
斜,xié,,shia,,0.25,ɕjɛ,ʃiə
协调,xié tiáo,,vietnam,,0.53125,ɕjɛtʰjɑʊ,viɛtnɑm
心理,xīn lǐ,,henley,,0.2,ɕinli,hɛnli
心脏,xīn zàng,,hunting,,0.39285714285714285,ɕintsɑŋ,həntɪŋ
欣赏,xīn shǎng,,xiang,,0.375,ɕinʂɑŋ,ʃiɑŋ
信封,xìn fēng,,leaving,,0.41666666666666663,ɕinfɤŋ,livɪŋ
信号,xìn hào,,hancock,,0.3333333333333333,ɕinxɑʊ,hænkɑk
信息,xìn xī,,henry,,0.35,ɕinɕi,hɛnri
行动,xíng dòng,,heating,,0.29166666666666663,ɕiŋtʊŋ,hitɪŋ
行人,xíng rén,,season,,0.3333333333333333,ɕiŋʐən,sizən
行为,xíng wéi,,highway,,0.3333333333333333,ɕiŋweɪ,haɪweɪ
形成,xíng chéng,,heating,,0.53125,ɕiŋʈʂʰɤŋ,hitɪŋ
形容,xíng róng,,thinking,,0.375,ɕiŋʐʊŋ,θɪŋkɪŋ
形式,xíng shì,,lengthy,,0.35,ɕiŋʂɨ,lɛŋθi
形势,xíng shì,,lengthy,,0.35,ɕiŋʂɨ,lɛŋθi
形象,xíng xiàng,,shanghai,,0.4285714285714286,ɕiŋɕjɑŋ,ʃæŋhaɪ
形状,xíng zhuàng,,heating,,0.53125,ɕiŋʈʂwɑŋ,hitɪŋ
性质,xìng zhì,,shaanxi,,0.375,ɕiŋʈʂɨ,ʃɑŋksi
幸亏,xìng kuī,,parkway,,0.46875,ɕiŋkʰweɪ,pɑrkweɪ
幸运,xìng yùn,,hume,,0.4,ɕiŋyn,hjum
胸,xiōng,,jung,,0.25,ɕjʊŋ,jʊŋ
兄弟,xiōng dì,,haiti,,0.41666666666666663,ɕjʊŋti,heɪti
雄伟,xióng wěi,,hemingway,,0.3125,ɕjʊŋweɪ,hɛmɪŋweɪ
修改,xiū gǎi,,ok,,0.35714285714285715,ɕjoʊkaɪ,oʊkeɪ
休闲,xiū xián,,ethiopian,,0.3333333333333333,ɕjoʊɕjɛn,iθioʊpiən
虚心,xū xīn,,routine,,0.30000000000000004,ɕyɕin,rutin
叙述,xù shù,,zulu,,0.375,ɕyʂu,zulu
宣布,xuān bù,,hindu,,0.41666666666666663,ɕɥœnpu,hɪndu
宣传,xuān chuán,,twenty-one,,0.375,ɕɥœnʈʂʰwan,twɛntiwɔn
选举,xuǎn jǔ,,twenty-two,,0.3125,ɕɥœntɕy,twɛntitu
学期,xué qī,,wealthy,,0.39285714285714285,ɕɥœtɕʰi,wɛlθi
学术,xué shù,,west,,0.44999999999999996,ɕɥœʂu,wɛst
学问,xué wèn,,question,,0.3333333333333333,ɕɥœwən,kwɛʃən
寻找,xún zhǎo,,shootout,,0.46428571428571425,ɕynʈʂɑʊ,ʃutaʊt
询问,xún wèn,,schumann,,0.29166666666666663,ɕynwən,ʃumən
训练,xùn liàn,,union,,0.3214285714285714,ɕynljɛn,junjən
迅速,xùn sù,,hindu,,0.4,ɕynsu,hɪndu
延长,yán cháng,,ensuing,,0.46875,jɛnʈʂʰɑŋ,ɛnsuɪŋ
严肃,yán sù,,into,,0.35,jɛnsu,ɪntu
宴会,yàn huì,,anyway,,0.2857142857142857,jɛnxweɪ,ɛniweɪ
阳台,yáng tái,,shanghai,,0.39285714285714285,jɑŋtʰaɪ,ʃæŋhaɪ
痒,yǎng,,yang,,0.0,jɑŋ,jæŋ
样式,yàng shì,,yankee,,0.2,jɑŋʂɨ,jæŋki
腰,yāo,,yao,,0.0,jɑʊ,jaʊ
摇,yáo,,yao,,0.0,jɑʊ,jaʊ
咬,yǎo,,yao,,0.0,jɑʊ,jaʊ
要不,yào bù,,abu,,0.4,jɑʊpu,æbu
要是,yào shi,,yuri,,0.35,jɑʊʂɨ,jʊri
夜,yè,,ye,,0.0,jɛ,jɛ
液体,yè tǐ,,yet,,0.4,jɛtʰi,jɛt
业务,yè wù,,u,,0.3333333333333333,jɛu,ju
业余,yè yú,,u,,0.3333333333333333,jɛy,ju
依然,yī rán,,nissan,,0.30000000000000004,iʐan,nisɑn
一辈子,yī bèi zi,,bates,,0.2857142857142857,ipeɪtsɯ,beɪts
一旦,yī dàn,,eaten,,0.1875,itan,itən
一路,yī lù,,blue,,0.3333333333333333,ilu,blu
一致,yī zhì,,easy,,0.375,iʈʂɨ,izi
遗憾,yí hàn,,khan,,0.25,ixan,kɑn
移动,yí dòng,,eating,,0.125,itʊŋ,itɪŋ
移民,yí mín,,amin,,0.1875,imin,ɑmin
疑问,yí wèn,,yuen,,0.125,iwən,jwɛn
乙,yǐ,,e,,0.0,i,i
以及,yǐ jí,,tree,,0.4375,itɕi,tri
以来,yǐ lái,,eli,,0.0,ilaɪ,ilaɪ
意外,yì wài,,y,,0.25,iwaɪ,waɪ
意义,yì yì,,yi,,0.125,ii,ji
议论,yì lùn,,elaine,,0.25,ilwən,ileɪn
义务,yì wù,,u,,0.125,iu,ju
因而,yīn ér,,eli,,0.375,inɑɻ,ilaɪ
因素,yīn sù,,into,,0.25,insu,ɪntu
银,yín,,in,,0.25,in,ɪn
英俊,yīng jùn,,calhoun,,0.45833333333333326,iŋtɕyn,kælhun
英雄,yīng xióng,,eating,,0.5,iŋɕjʊŋ,itɪŋ
迎接,yíng jiē,,austria,,0.5,iŋtɕjɛ,ɔstriə
营养,yíng yǎng,,yang,,0.4,iŋjɑŋ,jæŋ
营业,yíng yè,,yahya,,0.375,iŋjɛ,jəjə
影子,yǐng zi,,yangtze,,0.39285714285714285,iŋtsɯ,jæŋktsi
硬币,yìng bì,,abbey,,0.4375,iŋpi,æbi
硬件,yìng jiàn,,austrian,,0.42857142857142855,iŋtɕjɛn,ɔstriən
应付,yìng fu,,abu,,0.5,iŋfu,æbu
应聘,yìng pìn,,even,,0.45833333333333326,iŋpʰin,ivɪn
应用,yìng yòng,,ewing,,0.35,iŋyʊŋ,juɪŋ
拥抱,yōng bào,,wingspan,,0.3928571428571428,yʊŋpɑʊ,wɪŋspæn
拥挤,yōng jǐ,,whitney,,0.45833333333333326,yʊŋtɕi,wɪtni
勇气,yǒng qì,,whitney,,0.5357142857142857,yʊŋtɕʰi,wɪtni
用途,yòng tú,,withdrew,,0.5416666666666666,yʊŋtʰu,wɪθdru
优惠,yōu huì,,walkway,,0.21428571428571427,yoʊxweɪ,wɔkweɪ
优美,yōu měi,,kobe,,0.20833333333333331,yoʊmeɪ,koʊbeɪ
优势,yōu shì,,rosie,,0.30000000000000004,yoʊʂɨ,roʊzi
悠久,yōu jiǔ,,rodeo,,0.34375,yoʊtɕjoʊ,roʊdioʊ
邮局,yóu jú,,won't,,0.45833333333333326,yoʊtɕy,woʊnt
游览,yóu lǎn,,photon,,0.25,yoʊlan,foʊtɑn
油炸,yóu zhá,,votes,,0.41666666666666663,yoʊʈʂa,voʊts
犹豫,yóu yù,,duo,,0.4375,yoʊy,duoʊ
有利,yǒu lì,,holy,,0.2,yoʊli,hoʊli
幼儿园,yòu ér yuán,,woven,,0.4375,yoʊɑɻɥœn,woʊvən
娱乐,yú lè,,law,,0.41666666666666663,ylɤ,lɔ
与其,yǔ qí,,gustave,,0.5357142857142857,ytɕʰi,gustɑvi
语气,yǔ qì,,gustave,,0.5357142857142857,ytɕʰi,gustɑvi
宇宙,yǔ zhòu,,also,,0.4,yʈʂoʊ,ɔlsoʊ
预报,yù bào,,pow,,0.25,ypɑʊ,paʊ
预订,yù dìng,,shooting,,0.30000000000000004,ytiŋ,ʃutɪŋ
预防,yù fáng,,fang,,0.25,yfɑŋ,fæŋ
玉米,yù mǐ,,ruby,,0.3125,ymi,rubi
元旦,yuán dàn,,quentin,,0.24999999999999997,ɥœntan,kwɛntɪn
原料,yuán liào,,wednesday,,0.35714285714285715,ɥœnljɑʊ,wɛnzdeɪ
原则,yuán zé,,wants,,0.25,ɥœntsɤ,wɔnts
缘故,yuán gù,,went,,0.4,ɥœnku,wɛnt
愿望,yuàn wàng,,one-way,,0.29166666666666663,ɥœnwɑŋ,wənweɪ
晕,yūn,,june,,0.3333333333333333,yn,ʤun
运气,yùn qi,,entry,,0.4583333333333333,yntɕʰi,ɛntri
运输,yùn shū,,into,,0.4375,ynʂu,ɪntu
运用,yùn yòng,,doing,,0.35,ynyʊŋ,duɪŋ
灾害,zāi hài,,sinai,,0.2857142857142857,tsaɪxaɪ,saɪnaɪ
再三,zài sān,,tyson,,0.24999999999999997,tsaɪsan,taɪsən
赞成,zàn chéng,,dancing,,0.4722222222222222,tsanʈʂʰɤŋ,dænsɪŋ
赞美,zàn měi,,sanjay,,0.2857142857142857,tsanmeɪ,sænʤeɪ
糟糕,zāo gāo,,psycho,,0.3571428571428571,tsɑʊkɑʊ,saɪkoʊ
造成,zào chéng,,citing,,0.5,tsɑʊʈʂʰɤŋ,saɪtɪŋ
则,zé,,saw,,0.41666666666666663,tsɤ,sɔ
责备,zé bèi,,taipei,,0.29166666666666663,tsɤpeɪ,taɪpeɪ
摘,zhāi,,try,,0.25,ʈʂaɪ,traɪ
粘贴,zhān tiē,,santana,,0.40625,ʈʂantʰjɛ,sæntænə
展开,zhǎn kāi,,hancock,,0.4375,ʈʂankʰaɪ,hænkɑk
展览,zhǎn lǎn,,stanton,,0.3214285714285714,ʈʂanlan,stæntən
战争,zhàn zhēng,,samsung,,0.40625,ʈʂanʈʂɤŋ,sæmsəŋ
占线,zhàn xiàn,,stallion,,0.34375,ʈʂanɕjɛn,stæljən
涨,zhǎng,,sang,,0.25,ʈʂɑŋ,sæŋ
掌握,zhǎng wò,,sang,,0.5,ʈʂɑŋwɔ,sæŋ
账户,zhàng hù,,sank,,0.3333333333333333,ʈʂɑŋxu,sæŋk
招待,zhāo dài,,sinai,,0.3214285714285714,ʈʂɑʊtaɪ,saɪnaɪ
着凉,zháo liáng,,styling,,0.375,ʈʂɑʊljɑŋ,staɪlɪŋ
照常,zhào cháng,,soundtrack,,0.4722222222222222,ʈʂɑʊʈʂʰɑŋ,saʊntræk
召开,zhào kāi,,sinai,,0.4375,ʈʂɑʊkʰaɪ,saɪnaɪ
哲学,zhé xué,,sasha,,0.5,ʈʂɤɕɥœ,sæʃə
真理,zhēn lǐ,,sunday,,0.29166666666666663,ʈʂənli,səndi
真实,zhēn shí,,sunday,,0.3333333333333333,ʈʂənʂɨ,səndi
针对,zhēn duì,,runway,,0.34375,ʈʂəntweɪ,rənweɪ
珍惜,zhēn xī,,sunday,,0.3333333333333333,ʈʂənɕi,səndi
诊断,zhěn duàn,,antoine,,0.34375,ʈʂəntwan,ɑntwɑn
枕头,zhěn tou,,centro,,0.28125,ʈʂəntʰoʊ,sɛntroʊ
阵,zhèn,,son,,0.25,ʈʂən,sən
振动,zhèn dòng,,hunting,,0.2857142857142857,ʈʂəntʊŋ,həntɪŋ
睁,zhēng,,song,,0.3125,ʈʂɤŋ,sɔŋ
争论,zhēng lùn,,stalin,,0.40625,ʈʂɤŋlwən,stɑlən
争取,zhēng qǔ,,horseshoe,,0.5625,ʈʂɤŋtɕʰy,hɔrsʃu
征求,zhēng qiú,,stereo,,0.475,ʈʂɤŋtɕʰjoʊ,stɛrioʊ
整个,zhěng gè,,sank,,0.41666666666666663,ʈʂɤŋkɤ,sæŋk
整体,zhěng tǐ,,strongly,,0.49999999999999994,ʈʂɤŋtʰi,strɔŋli
正,zhèng,,song,,0.3125,ʈʂɤŋ,sɔŋ
政策,zhèng cè,,tracts,,0.5,ʈʂɤŋtsʰɤ,trækts
政府,zhèng fǔ,,cebu,,0.5,ʈʂɤŋfu,sibu
政治,zhèng zhì,,taxi,,0.46428571428571425,ʈʂɤŋʈʂɨ,tæksi
证件,zhèng jiàn,,stallion,,0.4444444444444445,ʈʂɤŋtɕjɛn,stæljən
证据,zhèng jù,,tartu,,0.49999999999999994,ʈʂɤŋtɕy,tɑrtu
挣钱,zhèng qián,,stallion,,0.44999999999999996,ʈʂɤŋtɕʰjɛn,stæljən
支,zhī,,c,,0.3333333333333333,ʈʂɨ,si
支票,zhī piào,,cypriot,,0.46875,ʈʂɨpʰjɑʊ,sɪpriɑt
直,zhí,,c,,0.3333333333333333,ʈʂɨ,si
执行,zhí xíng,,ceiling,,0.375,ʈʂɨɕiŋ,silɪŋ
执照,zhí zhào,,somehow,,0.46428571428571425,ʈʂɨʈʂɑʊ,səmhaʊ
指导,zhǐ dǎo,,tito,,0.37499999999999994,ʈʂɨtɑʊ,titoʊ
指挥,zhǐ huī,,speedway,,0.3214285714285714,ʈʂɨxweɪ,spidweɪ
制定,zhì dìng,,seating,,0.25,ʈʂɨtiŋ,sitɪŋ
制度,zhì dù,,seat,,0.4,ʈʂɨtu,sit
制作,zhì zuò,,seats,,0.42857142857142855,ʈʂɨtswɔ,sits
智慧,zhì huì,,speedway,,0.3214285714285714,ʈʂɨxweɪ,spidweɪ
至今,zhì jīn,,treated,,0.39285714285714285,ʈʂɨtɕin,tritɪd
至于,zhì yú,,hue,,0.4375,ʈʂɨy,hju
治疗,zhì liáo,,celia,,0.3571428571428571,ʈʂɨljɑʊ,siljə
志愿者,zhì yuàn zhě,,frequently,,0.45,ʈʂɨɥœnʈʂɤ,frikwɛntli
秩序,zhì xù,,tissue,,0.4,ʈʂɨɕy,tɪʃu
钟,zhōng,,singh,,0.375,ʈʂʊŋ,sɪŋ
中介,zhōng jiè,,cynthia,,0.5,ʈʂʊŋtɕjɛ,sɪnθiə
中心,zhōng xīn,,screen,,0.46428571428571425,ʈʂʊŋɕin,skrin
中旬,zhōng xún,,tycoon,,0.46428571428571425,ʈʂʊŋɕyn,taɪkun
重,zhòng,,singh,,0.375,ʈʂʊŋ,sɪŋ
重量,zhòng liàng,,singing,,0.5,ʈʂʊŋljɑŋ,sɪŋɪŋ
周到,zhōu dao,,soto,,0.2857142857142857,ʈʂoʊtɑʊ,soʊtoʊ
逐步,zhú bù,,troops,,0.4,ʈʂupu,trups
竹子,zhú zi,,suits,,0.3333333333333333,ʈʂutsɯ,suts
煮,zhǔ,,true,,0.3333333333333333,ʈʂu,tru
主持,zhǔ chí,,loosely,,0.49999999999999994,ʈʂuʈʂʰɨ,lusli
主观,zhǔ guān,,squad,,0.3214285714285714,ʈʂukwan,skwɑd
主人,zhǔ rén,,susan,,0.20833333333333331,ʈʂuʐən,suzən
主席,zhǔ xí,,truly,,0.35,ʈʂuɕi,truli
主张,zhǔ zhāng,,tucson,,0.4642857142857143,ʈʂuʈʂɑŋ,tusɑn
嘱咐,zhǔ fù,,sloop,,0.45,ʈʂufu,slup
祝福,zhù fú,,sloop,,0.45,ʈʂufu,slup
注册,zhù cè,,suits,,0.42857142857142855,ʈʂutsʰɤ,suts
抓紧,zhuā jǐn,,squadron,,0.40625,ʈʂwatɕin,skwɑdrən
专家,zhuān jiā,,twenty,,0.4722222222222222,ʈʂwantɕja,twɛnti
专心,zhuān xīn,,swanson,,0.3125,ʈʂwanɕin,swɑnsən
转变,zhuǎn biàn,,swanson,,0.3611111111111111,ʈʂwanpjɛn,swɑnsən
转告,zhuǎn gào,,hancock,,0.4375,ʈʂwankɑʊ,hænkɑk
装,zhuāng,,huang,,0.30000000000000004,ʈʂwɑŋ,hwɑŋ
装饰,zhuāng shì,,taxi,,0.42857142857142855,ʈʂwɑŋʂɨ,tæksi
状况,zhuàng kuàng,,ranking,,0.55,ʈʂwɑŋkʰwɑŋ,ræŋkɪŋ
状态,zhuàng tài,,shanghai,,0.4722222222222222,ʈʂwɑŋtʰaɪ,ʃæŋhaɪ
追求,zhuī qiú,,ratio,,0.4772727272727273,ʈʂweɪtɕʰjoʊ,reɪʃioʊ
资格,zī gé,,trick,,0.4,tsɯkɤ,trɪk
资金,zī jīn,,statehood,,0.375,tsɯtɕin,steɪthʊd
资料,zī liào,,trillion,,0.39285714285714285,tsɯljɑʊ,trɪljən
资源,zī yuán,,taiwan,,0.3333333333333333,tsɯɥœn,taɪwɑn
姿势,zī shì,,stacey,,0.3333333333333333,tsɯʂɨ,steɪsi
咨询,zī xún,,typhoon,,0.375,tsɯɕyn,taɪfun
紫,zǐ,,to,,0.41666666666666663,tsɯ,tɪ
字幕,zì mù,,cebu,,0.35,tsɯmu,sibu
自从,zì cóng,,assisting,,0.40625,tsɯtsʰʊŋ,əsɪstɪŋ
自动,zì dòng,,sitting,,0.29166666666666663,tsɯtʊŋ,sɪtɪŋ
自豪,zì háo,,sky,,0.41666666666666663,tsɯxɑʊ,skaɪ
自觉,zì jué,,statehood,,0.46875,tsɯtɕɥœ,steɪthʊd
自私,zì sī,,stacey,,0.375,tsɯsɯ,steɪsi
自信,zì xìn,,saline,,0.375,tsɯɕin,səlin
自由,zì yóu,,togo,,0.37499999999999994,tsɯyoʊ,toʊgoʊ
自愿,zì yuàn,,taiwan,,0.3333333333333333,tsɯɥœn,taɪwɑn
综合,zōng hé,,trunk,,0.41666666666666663,tsʊŋxɤ,trəŋk
宗教,zōng jiào,,tokyo,,0.5277777777777778,tsʊŋtɕjɑʊ,toʊkioʊ
总裁,zǒng cái,,satisfy,,0.5277777777777778,tsʊŋtsʰaɪ,sætɪsfaɪ
总共,zǒng gòng,,sinking,,0.2857142857142857,tsʊŋkʊŋ,sɪŋkɪŋ
总理,zǒng lǐ,,strongly,,0.3571428571428571,tsʊŋli,strɔŋli
总算,zǒng suàn,,tristan,,0.40625,tsʊŋswan,trɪstæn
总统,zǒng tǒng,,singing,,0.5,tsʊŋtʰʊŋ,sɪŋɪŋ
总之,zǒng zhī,,sixty,,0.4285714285714286,tsʊŋʈʂɨ,sɪksti
组合,zǔ hé,,luca,,0.45000000000000007,tsuxɤ,lukə
阻止,zǔ zhǐ,,lucy,,0.41666666666666663,tsuʈʂɨ,lusi
祖国,zǔ guó,,luca,,0.5,tsukwɔ,lukə
祖先,zǔ xiān,,lucien,,0.3571428571428571,tsuɕjɛn,lusiɛn
醉,zuì,,two-way,,0.2,tsweɪ,tuweɪ
最初,zuì chū,,states,,0.4444444444444444,tsweɪʈʂʰu,steɪts
罪犯,zuì fàn,,stefan,,0.34375,tsweɪfan,stɛfɑn
尊敬,zūn jìng,,twenty,,0.3611111111111111,tswəntɕiŋ,twɛnti
遵守,zūn shǒu,,swallow,,0.375,tswənʂoʊ,swɔloʊ
作品,zuò pǐn,,slovene,,0.4375,tswɔpʰin,sloʊvin
作为,zuò wéi,,two-way,,0.3214285714285714,tswɔweɪ,tuweɪ
作文,zuò wén,,sweden,,0.39285714285714285,tswɔwən,swidən
挨,ái,,i,,0.0,aɪ,aɪ
癌症,ái zhèng,,outing,,0.41666666666666663,aɪʈʂɤŋ,aʊtɪŋ
爱不释手,ài bù shì shǒu,,idaho,,0.4444444444444445,aɪpuʂɨʂoʊ,aɪdəhoʊ
爱戴,ài dài,,altai,,0.2,aɪtaɪ,æltaɪ
暧昧,ài mèi,,taipei,,0.20833333333333331,aɪmeɪ,taɪpeɪ
安居乐业,ān jū lè yè,,antonia,,0.4444444444444445,antɕylɤjɛ,æntoʊniə
安宁,ān níng,,andy,,0.25,anniŋ,ændi
安详,ān xiáng,,antioch,,0.25,anɕjɑŋ,æntiɑk
安置,ān zhì,,anti,,0.25,anʈʂɨ,ænti
暗示,àn shì,,anti,,0.1875,anʂɨ,ænti
案件,àn jiàn,,andean,,0.2857142857142857,antɕjɛn,ændiən
案例,àn lì,,anti,,0.125,anli,ænti
按摩,àn mó,,alma,,0.45000000000000007,anmwɔ,ɑlmə
昂贵,áng guì,,parkway,,0.2857142857142857,ɑŋkweɪ,pɑrkweɪ
凹凸,āo tū,,out,,0.4,ɑʊtʰu,aʊt
熬,áo,,i,,0.25,ɑʊ,aɪ
奥秘,ào mì,,ip,,0.1875,ɑʊmi,aɪpi
扒,bā,,pa,,0.0,pa,pɑ
疤,bā,,pa,,0.0,pa,pɑ
巴不得,bā bù dé,,mahmud,,0.3333333333333333,paputɤ,mæmud
巴结,bā jie,,bahia,,0.29166666666666663,patɕjɛ,bɑhiə
拔苗助长,bá miáo zhù zhǎng,,populist,,0.5384615384615384,pamjɑʊʈʂuʈʂɑŋ,pɑpjələst
把关,bǎ guān,,backward,,0.2857142857142857,pakwan,bækwərd
把手,bǎ shǒu,,paso,,0.05,paʂoʊ,pæsoʊ
把戏,bǎ xì,,bali,,0.1875,paɕi,bɑli
霸道,bà dào,,palau,,0.1,patɑʊ,pælaʊ
罢工,bà gōng,,backing,,0.1,pakʊŋ,bækɪŋ
掰,bāi,,by,,0.0,paɪ,baɪ
百分点,bǎi fēn diǎn,,badminton,,0.3,paɪfəntjɛn,bædmɪntən
摆脱,bǎi tuō,,vita,,0.39285714285714285,paɪtʰwɔ,vaɪtə
拜访,bài fǎng,,bypass,,0.20833333333333331,paɪfɑŋ,baɪpæs
拜年,bài nián,,biden,,0.21428571428571425,paɪnjɛn,baɪdən
拜托,bài tuō,,vita,,0.39285714285714285,paɪtʰwɔ,vaɪtə
败坏,bài huài,,parkway,,0.21428571428571427,paɪxwaɪ,pɑrkweɪ
颁布,bān bù,,bamboo,,0.1,panpu,bæmbu
颁发,bān fā,,panama,,0.25,panfa,pænəmɑ
斑纹,bān wén,,manuel,,0.20833333333333331,panwən,mɑnwɛl
版本,bǎn běn,,mansion,,0.20833333333333331,panpən,mænʃən
半途而废,bàn tú ér fèi,,monterey,,0.45454545454545453,pantʰuɑɻfeɪ,mɑntəreɪ
伴侣,bàn lǚ,,bantu,,0.1,panly,bæntu
伴随,bàn suí,,ponce,,0.14285714285714285,pansweɪ,pɑnseɪ
扮演,bàn yǎn,,canyon,,0.20833333333333331,panjɛn,kænjən
绑架,bǎng jià,,bacteria,,0.40625,pɑŋtɕja,bæktɪriə
榜样,bǎng yàng,,bangkok,,0.25,pɑŋjɑŋ,bæŋkɑk
磅,bàng,,bang,,0.0,pɑŋ,bæŋ
包庇,bāo bì,,baby,,0.2,pɑʊpi,beɪbi
包袱,bāo fu,,bamboo,,0.25,pɑʊfu,bæmbu
包围,bāo wéi,,pathway,,0.16666666666666666,pɑʊweɪ,pæθweɪ
包装,bāo zhuāng,,pursuing,,0.4375,pɑʊʈʂwɑŋ,pərsuɪŋ
饱和,bǎo hé,,bike,,0.30000000000000004,pɑʊxɤ,baɪk
饱经沧桑,bǎo jīng cāng sāng,,outstanding,,0.5333333333333333,pɑʊtɕiŋtsʰɑŋsɑŋ,aʊtstændɪŋ
保管,bǎo guǎn,,taiwan,,0.3571428571428571,pɑʊkwan,taɪwɑn
保密,bǎo mì,,baby,,0.25,pɑʊmi,beɪbi
保姆,bǎo mǔ,,bamboo,,0.25,pɑʊmu,bæmbu
保守,bǎo shǒu,,paolo,,0.125,pɑʊʂoʊ,paʊloʊ
保卫,bǎo wèi,,pathway,,0.16666666666666666,pɑʊweɪ,pæθweɪ
保养,bǎo yǎng,,buying,,0.29166666666666663,pɑʊjɑŋ,baɪɪŋ
保障,bǎo zhàng,,bouts,,0.3571428571428571,pɑʊʈʂɑŋ,baʊts
保重,bǎo zhòng,,biting,,0.3214285714285714,pɑʊʈʂʊŋ,baɪtɪŋ
抱负,bào fù,,bamboo,,0.25,pɑʊfu,bæmbu
抱怨,bào yuàn,,powell,,0.29166666666666663,pɑʊɥœn,pɑwɛl
报仇,bào chóu,,paolo,,0.34375,pɑʊʈʂʰoʊ,paʊloʊ
报酬,bào chóu,,paolo,,0.34375,pɑʊʈʂʰoʊ,paʊloʊ
报答,bào dá,,bout,,0.2,pɑʊta,baʊt
报到,bào dào,,paolo,,0.25,pɑʊtɑʊ,paʊloʊ
报复,bào fù,,bamboo,,0.25,pɑʊfu,bæmbu
报社,bào shè,,mouth,,0.3,pɑʊʂɤ,maʊθ
报销,bào xiāo,,pantheon,,0.3571428571428571,pɑʊɕjɑʊ,pænθiɑn
爆发,bào fā,,bypass,,0.29166666666666663,pɑʊfa,baɪpæs
爆炸,bào zhà,,bouts,,0.24999999999999997,pɑʊʈʂa,baʊts
曝光,bào guāng,,mekong,,0.46428571428571425,pʰukwɑŋ,meɪkɑŋ
暴力,bào lì,,maori,,0.15000000000000002,pɑʊli,maʊri
暴露,bào lù,,foul,,0.25,pɑʊlu,faʊl
悲哀,bēi āi,,ai,,0.2,peɪaɪ,eɪaɪ
悲惨,bēi cǎn,,patron,,0.3125,peɪtsʰan,peɪtrən
卑鄙,bēi bǐ,,baby,,0.0,peɪpi,beɪbi
北极,běi jí,,pastry,,0.24999999999999997,peɪtɕi,peɪstri
被动,bèi dòng,,mating,,0.125,peɪtʊŋ,meɪtɪŋ
被告,bèi gào,,mekong,,0.20833333333333331,peɪkɑʊ,meɪkɑŋ
背叛,bèi pàn,,fabian,,0.2857142857142857,peɪpʰan,feɪbiən
背诵,bèi sòng,,facing,,0.125,peɪsʊŋ,feɪsɪŋ
备份,bèi fèn,,baden,,0.125,peɪfən,beɪdən
备忘录,bèi wàng lù,,paintings,,0.40625,peɪwɑŋlu,peɪnɪŋz
贝壳,bèi ké,,baker,,0.3333333333333333,peɪkʰɤ,beɪkər
奔波,bēn bō,,pump,,0.41666666666666663,pənpwɔ,pəmp
奔驰,bēn chí,,monthly,,0.3214285714285714,pənʈʂʰɨ,mənθli
本能,běn néng,,funding,,0.20833333333333331,pənnɤŋ,fəndɪŋ
本钱,běn qián,,battalion,,0.3611111111111111,pəntɕʰjɛn,bətæljən
本人,běn rén,,pension,,0.125,pənʐən,pɛnʃən
本身,běn shēn,,benson,,0.08333333333333333,pənʂən,bɛnsən
本事,běn shi,,bunny,,0.2,pənʂɨ,bəni
本着,běn zhe,,months,,0.3333333333333333,pənʈʂɤ,mənθs
