chinese_hanzi,chinese_pinyin,chinese_phonetic,english_word,english_phonetic,distance,chinese_ipa,english_ipa
激动,jī dòng,,treating,,0.2083333333333333,tɕitʊŋ,tritɪŋ
积极,jī jí,,treaty,,0.2916666666666666,tɕitɕi,triti
积累,jī lěi,,relay,,0.2916666666666666,tɕileɪ,rileɪ
极其,jí qí,,treaty,,0.3928571428571428,tɕitɕʰi,triti
即使,jí shǐ,,treaty,,0.3,tɕiʂɨ,triti
及时,jí shí,,treaty,,0.3,tɕiʂɨ,triti
集合,jí hé,,topeka,,0.4166666666666666,tɕixɤ,təpikɑ
寄,jì,,tree,,0.25,tɕi,tri
继续,jì xù,,tissue,,0.35,tɕiɕy,tɪʃu
记者,jì zhě,,treats,,0.3749999999999999,tɕiʈʂɤ,trits
计划,jì huà,,tycoon,,0.4583333333333332,tɕixwa,taɪkun
技术,jì shù,,tissue,,0.4,tɕiʂu,tɪʃu
既然,jì rán,,treason,,0.2916666666666666,tɕiʐan,trizən
家具,jiā jù,,tattoo,,0.4285714285714285,tɕjatɕy,tætu
加班,jiā bān,,taliban,,0.3928571428571428,tɕjapan,tælɪbæn
加油站,jiā yóu zhàn,,johann,,0.5,tɕjayoʊʈʂan,joʊhɑn
假,jiǎ,,tree,,0.5,tɕja,tri
价格,jià gé,,track,,0.4583333333333333,tɕjakɤ,træk
坚持,jiān chí,,tennessee,,0.4722222222222222,tɕjɛnʈʂʰɨ,tɛnəsi
减肥,jiǎn féi,,dna,,0.34375,tɕjɛnfeɪ,diɛneɪ
减少,jiǎn shǎo,,dna,,0.46875,tɕjɛnʂɑʊ,diɛneɪ
将来,jiāng lái,,shanghai,,0.375,tɕjɑŋlaɪ,ʃæŋhaɪ
奖金,jiǎng jīn,,traction,,0.4722222222222222,tɕjɑŋtɕin,trækʃən
降低,jiàng dī,,treaty,,0.4285714285714285,tɕjɑŋti,triti
交,jiāo,,liao,,0.35,tɕjɑʊ,liaʊ
交流,jiāo liú,,diablo,,0.4166666666666666,tɕjɑʊljoʊ,diæbloʊ
交通,jiāo tōng,,shouting,,0.4166666666666666,tɕjɑʊtʰʊŋ,ʃaʊtɪŋ
骄傲,jiāo ào,,triad,,0.4285714285714285,tɕjɑʊɑʊ,traɪæd
饺子,jiǎo zi,,heights,,0.4375,tɕjɑʊtsɯ,haɪts
教授,jiào shòu,,diablo,,0.4375,tɕjɑʊʂoʊ,diæbloʊ
教育,jiào yù,,trio,,0.4583333333333332,tɕjɑʊy,trioʊ
接受,jiē shòu,,yellow,,0.3928571428571428,tɕjɛʂoʊ,jɛloʊ
节约,jié yuē,,iowa,,0.5,tɕjɛɥœ,aɪəwə
结果,jié guǒ,,tycoon,,0.4642857142857142,tɕjɛkwɔ,taɪkun
解释,jiě shì,,tracy,,0.3749999999999999,tɕjɛʂɨ,treɪsi
紧张,jǐn zhāng,,treating,,0.4375,tɕinʈʂɑŋ,tritɪŋ
尽管,jǐn guǎn,,taiwan,,0.4375,tɕinkwan,taɪwɑn
进行,jìn xíng,,treating,,0.3928571428571428,tɕinɕiŋ,tritɪŋ
禁止,jìn zhǐ,,treaty,,0.3928571428571428,tɕinʈʂɨ,triti
精彩,jīng cǎi,,shanghai,,0.5277777777777778,tɕiŋtsʰaɪ,ʃæŋhaɪ
精神,jīng shén,,treason,,0.3214285714285714,tɕiŋʂən,trizən
经济,jīng jì,,treaty,,0.3928571428571428,tɕiŋtɕi,triti
经历,jīng lì,,strongly,,0.3571428571428571,tɕiŋli,strɔŋli
经验,jīng yàn,,trillion,,0.3571428571428571,tɕiŋjɛn,trɪljən
京剧,Jīng jù,,treats,,0.4999999999999999,tɕiŋtɕy,trits
警察,jǐng chá,,treats,,0.53125,tɕiŋʈʂʰa,trits
竟然,jìng rán,,treason,,0.3928571428571428,tɕiŋʐan,trizən
竞争,jìng zhēng,,treating,,0.46875,tɕiŋʈʂɤŋ,tritɪŋ
镜子,jìng zi,,treats,,0.3928571428571428,tɕiŋtsɯ,trits
究竟,jiū jìng,,hosting,,0.4444444444444444,tɕjoʊtɕiŋ,hoʊstɪŋ
举办,jǔ bàn,,truman,,0.2916666666666666,tɕypan,trumən
拒绝,jù jué,,toulouse,,0.5357142857142857,tɕytɕɥœ,tuluz
距离,jù lí,,truly,,0.15,tɕyli,truli
开玩笑,kāi wán xiào,,taiwanese,,0.4772727272727272,kʰaɪwanɕjɑʊ,taɪwɑniz
看法,kàn fǎ,,candy,,0.4166666666666666,kʰanfa,kændi
考虑,kǎo lǜ,,crowley,,0.3333333333333333,kʰɑʊly,kraʊli
棵,kē,,claw,,0.4166666666666666,kʰɤ,klɔ
科学,kē xué,,casual,,0.5357142857142857,kʰɤɕɥœ,kæʒəwəl
咳嗽,ké sou,,quito,,0.375,kʰɤsoʊ,kitoʊ
可怜,kě lián,,korean,,0.3214285714285714,kʰɤljɛn,kɔriən
可是,kě shì,,kathy,,0.35,kʰɤʂɨ,kæθi
可惜,kě xī,,kathy,,0.35,kʰɤɕi,kæθi
肯定,kěn dìng,,counting,,0.3214285714285714,kʰəntiŋ,kaʊntɪŋ
空气,kōng qì,,county,,0.5,kʰʊŋtɕʰi,kaʊnti
恐怕,kǒng pà,,cookbook,,0.4999999999999999,kʰʊŋpʰa,kʊkbʊk
苦,kǔ,,crew,,0.3333333333333333,kʰu,kru
宽,kuān,,quad,,0.25,kʰwan,kwɑd
困,kùn,,quinn,,0.25,kʰwən,kwɪn
困难,kùn nan,,quentin,,0.34375,kʰwənnan,kwɛntɪn
扩大,kuò dà,,quarry,,0.4166666666666666,kʰwɔta,kwɔri
拉,lā,,la,,0.0,la,lɑ
垃圾桶,lā jī tǒng,,retreating,,0.3888888888888889,latɕitʰʊŋ,ritritɪŋ
辣,là,,la,,0.0,la,lɑ
来不及,lái bu jí,,library,,0.34375,laɪputɕi,laɪbrɛri
来得及,lái de jí,,lightly,,0.3125,laɪtɤtɕi,laɪtli
懒,lǎn,,lan,,0.0,lan,læn
浪费,làng fèi,,taipei,,0.2916666666666666,lɑŋfeɪ,taɪpeɪ
浪漫,làng màn,,lankan,,0.2916666666666666,lɑŋman,læŋkən
老虎,lǎo hǔ,,like,,0.3,lɑʊxu,laɪk
冷静,lěng jìng,,lasting,,0.3928571428571428,lɤŋtɕiŋ,læstɪŋ
礼貌,lǐ mào,,levi,,0.2,limɑʊ,livaɪ
理发,lǐ fà,,levi,,0.2,lifa,livaɪ
理解,lǐ jiě,,latvia,,0.375,litɕjɛ,lætviə
理想,lǐ xiǎng,,liang,,0.3333333333333333,liɕjɑŋ,ljæŋ
厉害,lì hai,,levi,,0.2,lixaɪ,livaɪ
力气,lì qi,,lehigh,,0.4583333333333332,litɕʰi,lihaɪ
例如,lì rú,,liu,,0.3125,liʐu,lju
俩,liǎ,,liang,,0.25,lja,ljæŋ
连,lián,,leon,,0.25,ljɛn,liɑn
联系,lián xì,,lenny,,0.3333333333333333,ljɛnɕi,lɛni
凉快,liáng kuai,,likewise,,0.4166666666666666,ljɑŋkʰwaɪ,laɪkwaɪz
亮,liàng,,liang,,0.0,ljɑŋ,ljæŋ
聊天,liáo tiān,,latvian,,0.3888888888888889,ljɑʊtʰjɛn,lætviən
另外,lìng wài,,levi,,0.3333333333333333,liŋwaɪ,livaɪ
留,liú,,leo,,0.0625,ljoʊ,lioʊ
留学,liú xué,,lola,,0.4285714285714285,ljoʊɕɥœ,loʊlə
流泪,liú lèi,,ole,,0.2857142857142857,ljoʊleɪ,oʊleɪ
流利,liú lì,,rowley,,0.2499999999999999,ljoʊli,roʊli
流行,liú xíng,,loading,,0.3571428571428571,ljoʊɕiŋ,loʊdɪŋ
乱,luàn,,juan,,0.25,lwan,wɑn
律师,lǜ shī,,lucy,,0.0625,lyʂɨ,lusi
麻烦,má fan,,baton,,0.25,mafan,bætɑn
马虎,mǎ hu,,baku,,0.0625,maxu,bɑku
满,mǎn,,man,,0.0,man,mæn
毛巾,máo jīn,,mountain,,0.3214285714285714,mɑʊtɕin,maʊntən
美丽,měi lì,,bailey,,0.05,meɪli,beɪli
梦,mèng,,ming,,0.25,mɤŋ,mɪŋ
密码,mì mǎ,,mimi,,0.1875,mima,mimi
免费,miǎn fèi,,dna,,0.2857142857142857,mjɛnfeɪ,diɛneɪ
民族,mín zú,,meets,,0.3333333333333333,mintsu,mits
母亲,mǔ qīn,,putin,,0.3928571428571428,mutɕʰin,putɪn
目的,mù dì,,moody,,0.125,muti,mudi
耐心,nài xīn,,nineteen,,0.2499999999999999,naɪɕin,naɪntin
难道,nán dào,,dante,,0.2083333333333333,nantɑʊ,dɑnteɪ
难受,nán shòu,,alonso,,0.2857142857142857,nanʂoʊ,əlɑnsoʊ
内,nèi,,day,,0.0833333333333333,neɪ,deɪ
内容,nèi róng,,dating,,0.25,neɪʐʊŋ,deɪtɪŋ
能力,néng lì,,langley,,0.25,nɤŋli,læŋli
年龄,nián líng,,deadly,,0.3571428571428571,njɛnliŋ,dɛdli
农村,nóng cūn,,kingston,,0.4444444444444444,nʊŋtsʰwən,kɪŋstən
弄,nòng,,ding,,0.25,nʊŋ,dɪŋ
暖和,nuǎn huo,,mantua,,0.4642857142857143,nwanxwɔ,mænʧuə
偶尔,ǒu ěr,,omar,,0.4,oʊɑɻ,oʊmɑr
排列,pái liè,,pilot,,0.3928571428571428,pʰaɪljɛ,paɪlət
判断,pàn duàn,,antoine,,0.25,pʰantwan,ɑntwɑn
陪,péi,,play,,0.25,pʰeɪ,pleɪ
批评,pī píng,,briefing,,0.3928571428571428,pʰipʰiŋ,brifɪŋ
皮肤,pí fū,,preview,,0.3333333333333333,pʰifu,privju
脾气,pí qi,,bt,,0.4285714285714285,pʰitɕʰi,biti
篇,piān,,pm,,0.35,pʰjɛn,piɛm
骗,piàn,,pm,,0.35,pʰjɛn,piɛm
乒乓球,pīng pāng qiú,,vittorio,,0.5892857142857143,pʰiŋpʰɑŋtɕʰjoʊ,vitɔrioʊ
平时,píng shí,,pc,,0.3749999999999999,pʰiŋʂɨ,pisi
瓶子,píng zi,,pizza,,0.3571428571428571,pʰiŋtsɯ,pitsə
破,pò,,bois,,0.4375,pʰwɔ,bwɑ
普遍,pǔ biàn,,peruvian,,0.34375,pʰupjɛn,pəruviən
其次,qí cì,,treats,,0.46875,tɕʰitsʰɯ,trits
其中,qí zhōng,,treating,,0.4375,tɕʰiʈʂʊŋ,tritɪŋ
起飞,qǐ fēi,,taipei,,0.3928571428571428,tɕʰifeɪ,taɪpeɪ
起来,qi lai,,storyline,,0.4166666666666666,tɕʰilaɪ,stɔrilaɪn
气候,qì hòu,,rico,,0.3928571428571428,tɕʰixoʊ,rikoʊ
千万,qiān wàn,,taiwan,,0.4444444444444444,tɕʰjɛnwan,taɪwɑn
签证,qiān zhèng,,trading,,0.525,tɕʰjɛnʈʂɤŋ,treɪdɪŋ
墙,qiáng,,liang,,0.4166666666666666,tɕʰjɑŋ,ljæŋ
敲,qiāo,,liao,,0.4583333333333332,tɕʰjɑʊ,liaʊ
桥,qiáo,,liao,,0.4583333333333332,tɕʰjɑʊ,liaʊ
巧克力,qiǎo kè lì,,likely,,0.5227272727272727,tɕʰjɑʊkʰɤli,laɪkli
亲戚,qīn qi,,treaty,,0.5277777777777778,tɕʰintɕʰi,triti
轻,qīng,,teaching,,0.5,tɕʰiŋ,tiʧɪŋ
轻松,qīng sōng,,treating,,0.46875,tɕʰiŋsʊŋ,tritɪŋ
情况,qíng kuàng,,thinking,,0.55,tɕʰiŋkʰwɑŋ,θɪŋkɪŋ
请假,qǐng jià,,treaty,,0.5555555555555556,tɕʰiŋtɕja,triti
请客,qǐng kè,,trunk,,0.5625,tɕʰiŋkʰɤ,trəŋk
穷,qióng,,trying,,0.4583333333333332,tɕʰjʊŋ,traɪɪŋ
区别,qū bié,,skopje,,0.5,tɕʰypjɛ,skɔpjɛ
取,qǔ,,true,,0.4375,tɕʰy,tru
全部,quán bù,,twelve,,0.5,tɕʰɥœnpu,twɛlv
缺点,quē diǎn,,trillion,,0.4444444444444444,tɕʰɥœtjɛn,trɪljən
缺少,quē shǎo,,two-way,,0.53125,tɕʰɥœʂɑʊ,tuweɪ
却,què,,stairway,,0.5714285714285714,tɕʰɥœ,stɛrweɪ
确实,què shí,,sulawesi,,0.4375,tɕʰɥœʂɨ,suləwɛsi
群,qún,,tune,,0.4,tɕʰyn,tun
然而,rán ér,,sinai,,0.375,ʐanɑɻ,saɪnaɪ
热闹,rè nao,,landau,,0.375,ʐɤnɑʊ,lændaʊ
人民币,rén mín bì,,convened,,0.40625,ʐənminpi,kənvind
任何,rèn hé,,seneca,,0.4166666666666666,ʐənxɤ,sɛnəkə
任务,rèn wu,,canoe,,0.25,ʐənu,kənu
扔,rēng,,song,,0.25,ʐɤŋ,sɔŋ
仍然,réng rán,,lausanne,,0.4166666666666666,ʐɤŋʐan,lɔsæn
日记,rì jì,,city,,0.4,ʐɨtɕi,sɪti
入口,rù kǒu,,sumo,,0.4166666666666666,ʐukʰoʊ,sumoʊ
软,ruǎn,,juan,,0.25,ʐwan,wɑn
散步,sàn bù,,bamboo,,0.3,sanpu,bæmbu
森林,sēn lín,,saline,,0.1666666666666666,sənlin,səlin
沙发,shā fā,,sava,,0.25,ʂafa,sɑvə
商量,shāng liang,,rallying,,0.3928571428571428,ʂɑŋljɑŋ,ræliɪŋ
伤心,shāng xīn,,lockheed,,0.2916666666666666,ʂɑŋɕin,lɑkhid
稍微,shāo wēi,,highway,,0.1666666666666666,ʂɑʊweɪ,haɪweɪ
社会,shè huì,,walkway,,0.2083333333333333,ʂɤxweɪ,wɔkweɪ
深,shēn,,son,,0.0833333333333333,ʂən,sən
申请,shēn qǐng,,hunting,,0.375,ʂəntɕʰiŋ,həntɪŋ
甚至,shèn zhì,,country,,0.3333333333333333,ʂənʈʂɨ,kəntri
生活,shēng huó,,banquet,,0.4285714285714285,ʂɤŋxwɔ,bæŋkwət
生命,shēng mìng,,singing,,0.4166666666666666,ʂɤŋmiŋ,sɪŋɪŋ
省,shěng,,song,,0.1666666666666666,ʂɤŋ,sɔŋ
剩,shèng,,song,,0.1666666666666666,ʂɤŋ,sɔŋ
失败,shī bài,,levi,,0.2,ʂɨpaɪ,livaɪ
失望,shī wàng,,huang,,0.3,ʂɨwɑŋ,hwɑŋ
师傅,shī fu,,cebu,,0.125,ʂɨfu,sibu
湿润,shī rùn,,season,,0.25,ʂɨʐwən,sizən
狮子,shī zi,,seats,,0.25,ʂɨtsɯ,sits
十分,shí fēn,,seaman,,0.15,ʂɨfən,simən
实际,shí jì,,city,,0.35,ʂɨtɕi,sɪti
实在,shí zài,,hillside,,0.3571428571428571,ʂɨtsaɪ,hɪlsaɪd
食品,shí pǐn,,sabine,,0.3333333333333333,ʂɨpʰin,səbin
使用,shǐ yòng,,seeking,,0.35,ʂɨyʊŋ,sikɪŋ
试,shì,,c,,0.125,ʂɨ,si
市场,shì chǎng,,seating,,0.4642857142857142,ʂɨʈʂʰɑŋ,sitɪŋ
世纪,shì jì,,city,,0.35,ʂɨtɕi,sɪti
适合,shì hé,,seek,,0.3125,ʂɨxɤ,sik
适应,shì yìng,,seeing,,0.1875,ʂɨiŋ,siɪŋ
收,shōu,,so,,0.0833333333333333,ʂoʊ,soʊ
收入,shōu rù,,shows,,0.35,ʂoʊʐu,ʃoʊz
收拾,shōu shi,,holy,,0.25,ʂoʊʂɨ,hoʊli
首都,shǒu dū,,soto,,0.3333333333333333,ʂoʊtu,soʊtoʊ
首先,shǒu xiān,,soviet,,0.3214285714285714,ʂoʊɕjɛn,soʊviɛt
受不了,shòu bù liǎo,,sonia,,0.4166666666666667,ʂoʊpuljɑʊ,soʊnjɑ
受到,shòu dào,,soto,,0.2083333333333333,ʂoʊtɑʊ,soʊtoʊ
售货员,shòu huò yuán,,so-called,,0.3888888888888889,ʂoʊxwɔɥœn,soʊkɔld
输,shū,,sue,,0.125,ʂu,su
熟悉,shú xī,,sunni,,0.3125,ʂuɕi,suni
数量,shù liàng,,liang,,0.3333333333333333,ʂuljɑŋ,ljæŋ
数字,shù zì,,suits,,0.25,ʂutsɯ,suts
帅,shuài,,sway,,0.1875,ʂwaɪ,sweɪ
顺便,shùn biàn,,serbian,,0.34375,ʂwənpjɛn,sərbiən
顺利,shùn lì,,twenty,,0.25,ʂwənli,twɛnti
顺序,shùn xù,,swans,,0.4166666666666666,ʂwənɕy,swɔnz
说明,shuō míng,,swimming,,0.25,ʂwɔmiŋ,swɪmɪŋ
硕士,shuò shì,,quarry,,0.35,ʂwɔʂɨ,kwɔri
死,sǐ,,c,,0.25,sɯ,si
速度,sù dù,,suit,,0.25,sutu,sut
塑料袋,sù liào dài,,slightly,,0.4166666666666667,suljɑʊtaɪ,slaɪtli
酸,suān,,swam,,0.125,swan,swæm
算,suàn,,swam,,0.125,swan,swæm
随便,suí biàn,,saipan,,0.28125,sweɪpjɛn,seɪpən
随着,suí zhe,,states,,0.3571428571428571,sweɪʈʂɤ,steɪts
孙子,sūn zi,,stunts,,0.2857142857142857,swəntsɯ,stənts
所有,suǒ yǒu,,swallow,,0.1666666666666666,swɔyoʊ,swɔloʊ
抬,tái,,try,,0.25,tʰaɪ,traɪ
台,tái,,try,,0.25,tʰaɪ,traɪ
态度,tài du,,tight,,0.3333333333333333,tʰaɪtu,taɪt
谈,tán,,tan,,0.25,tʰan,tæn
弹,tán,,tan,,0.0,tan,tæn
汤,tāng,,tang,,0.25,tʰɑŋ,tɑŋ
躺,tǎng,,tang,,0.25,tʰɑŋ,tɑŋ
趟,tàng,,tang,,0.25,tʰɑŋ,tɑŋ
讨论,tǎo lùn,,titan,,0.375,tʰɑʊlwən,taɪtən
讨厌,tǎo yàn,,touted,,0.3928571428571428,tʰɑʊjɛn,taʊtɪd
特点,tè diǎn,,trillion,,0.3571428571428571,tʰɤtjɛn,trɪljən
提供,tí gōng,,taking,,0.3333333333333333,tʰikʊŋ,teɪkɪŋ
提前,tí qián,,trillion,,0.4722222222222222,tʰitɕʰjɛn,trɪljən
提醒,tí xǐng,,treating,,0.375,tʰiɕiŋ,tritɪŋ
填空,tián kòng,,taking,,0.4722222222222222,tʰjɛnkʰʊŋ,teɪkɪŋ
条件,tiáo jiàn,,triathlon,,0.4499999999999999,tʰjɑʊtɕjɛn,traɪæθlən
停止,tíng zhǐ,,taxi,,0.4642857142857142,tʰiŋʈʂɨ,tæksi
挺,tǐng,,tang,,0.4375,tʰiŋ,tɑŋ
通过,tōng guò,,tokyo,,0.5357142857142857,tʰʊŋkwɔ,toʊkioʊ
通知,tōng zhī,,sixty,,0.4642857142857143,tʰʊŋʈʂɨ,sɪksti
同情,tóng qíng,,totaling,,0.5,tʰʊŋtɕʰiŋ,toʊtəlɪŋ
推,tuī,,two-way,,0.2,tʰweɪ,tuweɪ
推迟,tuī chí,,tracy,,0.4444444444444444,tʰweɪʈʂʰɨ,treɪsi
脱,tuō,,toward,,0.5,tʰwɔ,təwɔrd
袜子,wà zi,,watts,,0.2,watsɯ,wɑts
完全,wán quán,,whitehead,,0.3888888888888889,wantɕʰɥœn,waɪthɛd
往,wǎng,,wang,,0.0,wɑŋ,wæŋ
往往,wǎng wǎng,,guangdong,,0.3928571428571428,wɑŋwɑŋ,gwɑŋdɔŋ
网球,wǎng qiú,,ontario,,0.4722222222222222,wɑŋtɕʰjoʊ,ɑntɛrioʊ
网站,wǎng zhàn,,wingspan,,0.2857142857142857,wɑŋʈʂan,wɪŋspæn
危险,wēi xiǎn,,alien,,0.3214285714285714,weɪɕjɛn,eɪliən
味道,wèi dao,,waiting,,0.2916666666666666,weɪtɑʊ,weɪtɪŋ
温度,wēn dù,,unto,,0.2,wəntu,əntu
文章,wén zhāng,,woodstock,,0.3571428571428571,wənʈʂɑŋ,wʊdstɑk
握手,wò shǒu,,swallow,,0.2916666666666666,wɔʂoʊ,swɔloʊ
污染,wū rǎn,,suzanne,,0.25,uʐan,suzæn
无,wú,,ou,,0.0,u,u
无聊,wú liáo,,liao,,0.25,uljɑʊ,liaʊ
无论,wú lùn,,wuhan,,0.3,ulwən,wuən
误会,wù huì,,walkway,,0.2083333333333333,uxweɪ,wɔkweɪ
西红柿,xī hóng shì,,seemingly,,0.4285714285714285,ɕixʊŋʂɨ,simɪŋli
吸引,xī yǐn,,sheen,,0.3125,ɕiin,ʃin
洗衣机,xǐ yī jī,,haiti,,0.4166666666666666,ɕiitɕi,heɪti
咸,xián,,yen,,0.25,ɕjɛn,jɛn
现代,xiàn dài,,hyundai,,0.3571428571428571,ɕjɛntaɪ,həndeɪ
羡慕,xiàn mù,,hindu,,0.375,ɕjɛnmu,hɪndu
限制,xiàn zhì,,recently,,0.40625,ɕjɛnʈʂɨ,risəntli
香,xiāng,,xiang,,0.125,ɕjɑŋ,ʃiɑŋ
相反,xiāng fǎn,,shanghai,,0.4642857142857142,ɕjɑŋfan,ʃæŋhaɪ
详细,xiáng xì,,yankee,,0.3333333333333333,ɕjɑŋɕi,jæŋki
响,xiǎng,,xiang,,0.125,ɕjɑŋ,ʃiɑŋ
消息,xiāo xi,,highly,,0.375,ɕjɑʊɕi,haɪli
小说,xiǎo shuō,,house,,0.4999999999999999,ɕjɑʊʂwɔ,haʊs
笑话,xiào huà,,tycoon,,0.4642857142857143,ɕjɑʊxwa,taɪkun
效果,xiào guǒ,,tycoon,,0.4642857142857143,ɕjɑʊkwɔ,taɪkun
心情,xīn qíng,,hunting,,0.4375,ɕintɕʰiŋ,həntɪŋ
辛苦,xīn kǔ,,hindu,,0.4583333333333332,ɕinkʰu,hɪndu
信任,xìn rèn,,hansen,,0.25,ɕinʐən,hænsən
信心,xìn xīn,,shenzhen,,0.375,ɕinɕin,ʃɛnʒɛn
信用卡,xìn yòng kǎ,,helsinki,,0.5555555555555556,ɕinyʊŋkʰa,hɛlsɪŋki
兴奋,xīng fèn,,heaven,,0.3333333333333333,ɕiŋfən,hɛvən
行,xíng,,thing,,0.25,ɕiŋ,θɪŋ
醒,xǐng,,thing,,0.25,ɕiŋ,θɪŋ
性别,xìng bié,,hebei,,0.4166666666666666,ɕiŋpjɛ,hibi
性格,xìng gé,,think,,0.35,ɕiŋkɤ,θɪŋk
幸福,xìng fú,,cebu,,0.4,ɕiŋfu,sibu
修,xiū,,theo,,0.125,ɕjoʊ,θioʊ
许多,xǔ duō,,utah,,0.4,ɕytwɔ,jutɔ
血,xuè,,hui,,0.3333333333333333,ɕɥœ,huɪ
压力,yā lì,,valley,,0.25,jali,væli
牙膏,yá gāo,,knockout,,0.3333333333333333,jakɑʊ,nɑkaʊt
亚洲,Yà zhōu,,paso,,0.3333333333333333,jaʈʂoʊ,pæsoʊ
呀,ya,,ya,,0.0,ja,jɑ
盐,yán,,yen,,0.0,jɛn,jɛn
严格,yán gé,,yen,,0.4,jɛnkɤ,jɛn
严重,yán zhòng,,fencing,,0.3571428571428571,jɛnʈʂʊŋ,fɛnsɪŋ
研究生,yán jiū shēng,,controlling,,0.409090909090909,jɛntɕjoʊʂɤŋ,kəntroʊlɪŋ
演出,yǎn chū,,into,,0.5,jɛnʈʂʰu,ɪntu
演员,yǎn yuán,,yemen,,0.2916666666666666,jɛnɥœn,jɛmən
阳光,yáng guāng,,bangkok,,0.3571428571428571,jɑŋkwɑŋ,bæŋkɑk
养成,yǎng chéng,,boxing,,0.53125,jɑŋʈʂʰɤŋ,bɑksɪŋ
样子,yàng zi,,yangtze,,0.2142857142857142,jɑŋtsɯ,jæŋktsi
邀请,yāo qǐng,,shouting,,0.4375,jɑʊtɕʰiŋ,ʃaʊtɪŋ
钥匙,yào shi,,yuri,,0.35,jɑʊʂɨ,jʊri
也许,yě xǔ,,yahoo,,0.25,jɛɕy,jɑhu
页,yè,,ye,,0.0,jɛ,jɛ
叶子,yè zi,,betsy,,0.3,jɛtsɯ,bɛtsi
一切,yī qiè,,italia,,0.4583333333333333,itɕʰjɛ,ɪtæljə
以,yǐ,,e,,0.0,i,i
亿,yì,,e,,0.0,i,i
意见,yì jiàn,,italian,,0.3571428571428571,itɕjɛn,ɪtæljən
艺术,yì shù,,isu,,0.25,iʂu,ɪsu
因此,yīn cǐ,,intro,,0.4166666666666666,intsʰɯ,ɪntroʊ
引起,yǐn qǐ,,entry,,0.4166666666666666,intɕʰi,ɛntri
饮料,yǐn liào,,eli,,0.375,inljɑʊ,ilaɪ
印象,yìn xiàng,,antioch,,0.375,inɕjɑŋ,æntiɑk
赢,yíng,,ng,,0.25,iŋ,ɪŋ
硬,yìng,,ng,,0.25,iŋ,ɪŋ
勇敢,yǒng gǎn,,lincoln,,0.375,yʊŋkan,lɪŋkən
永远,yǒng yuǎn,,woman,,0.4166666666666666,yʊŋɥœn,wʊmən
优点,yōu diǎn,,noted,,0.3571428571428571,yoʊtjɛn,noʊtɪd
优秀,yōu xiù,,polio,,0.2857142857142857,yoʊɕjoʊ,poʊlioʊ
幽默,yōu mò,,coma,,0.4166666666666666,yoʊmwɔ,koʊmə
由,yóu,,duo,,0.25,yoʊ,duoʊ
由于,yóu yú,,duo,,0.4375,yoʊy,duoʊ
尤其,yóu qí,,totally,,0.4285714285714285,yoʊtɕʰi,toʊtəli
有趣,yǒu qù,,votes,,0.5357142857142857,yoʊtɕʰy,voʊts
友好,yǒu hǎo,,ok,,0.3333333333333333,yoʊxɑʊ,oʊkeɪ
友谊,yǒu yì,,joey,,0.25,yoʊi,ʤoʊi
愉快,yú kuài,,nuclei,,0.4285714285714285,ykʰwaɪ,nukliaɪ
于是,yú shì,,lucy,,0.3125,yʂɨ,lusi
与,yǔ,,ou,,0.0,y,u
语法,yǔ fǎ,,dumas,,0.375,yfa,dumɑ
语言,yǔ yán,,nguyen,,0.2,yjɛn,nujɛn
羽毛球,yǔ máo qiú,,mateo,,0.45,ymɑʊtɕʰjoʊ,mɑteɪoʊ
预习,yù xí,,he,,0.4166666666666666,yɕi,hi
圆,yuán,,wen,,0.0,ɥœn,wɛn
原来,yuán lái,,wednesday,,0.2499999999999999,ɥœnlaɪ,wɛnzdeɪ
原谅,yuán liàng,,welding,,0.3214285714285714,ɥœnljɑŋ,wɛldɪŋ
原因,yuán yīn,,worried,,0.3,ɥœnin,wərid
约会,yuē huì,,walkway,,0.0833333333333333,ɥœxweɪ,wɔkweɪ
阅读,yuè dú,,wet,,0.25,ɥœtu,wɛt
允许,yǔn xǔ,,into,,0.4375,ynɕy,ɪntu
杂志,zá zhì,,nazi,,0.3749999999999999,tsaʈʂɨ,nɑtsi
咱们,zán men,,salmon,,0.1666666666666666,tsamən,sæmən
暂时,zàn shí,,stanley,,0.2916666666666666,tsanʂɨ,stænli
脏,zāng,,sang,,0.25,tsɑŋ,sæŋ
责任,zé rèn,,treason,,0.2916666666666666,tsɤʐən,trizən
增加,zēng jiā,,longtime,,0.53125,tsɤŋtɕja,lɔŋtaɪm
增长,zēng zhǎng,,tracing,,0.5,tsɤŋʈʂɑŋ,treɪsɪŋ
窄,zhǎi,,try,,0.25,ʈʂaɪ,traɪ
招聘,zhāo pìn,,slovene,,0.40625,ʈʂɑʊpʰin,sloʊvin
真正,zhēn zhèng,,sensing,,0.375,ʈʂənʈʂɤŋ,sɛnsɪŋ
整理,zhěng lǐ,,strongly,,0.2857142857142857,ʈʂɤŋli,strɔŋli
整齐,zhěng qí,,slightly,,0.53125,ʈʂɤŋtɕʰi,slaɪtli
正常,zhèng cháng,,horseback,,0.5555555555555556,ʈʂɤŋʈʂʰɑŋ,hɔrsbæk
正好,zhèng hǎo,,shankar,,0.4285714285714285,ʈʂɤŋxɑʊ,ʃæŋkɑr
正确,zhèng què,,statehood,,0.611111111111111,ʈʂɤŋtɕʰɥœ,steɪthʊd
正式,zhèng shì,,strongly,,0.3928571428571428,ʈʂɤŋʂɨ,strɔŋli
